epoch|acc|loss|lr|val_acc|val_loss
0|0.449759999961853|1.6859066827774047|0.001|0.44299999976158144|1.9827098789215087
1|0.596060000038147|1.2858335976409911|0.001|0.5595999984741211|1.3945821862220764
2|0.6561999999618531|1.1179842278862|0.001|0.5942999987602234|1.3528421697616577
3|0.703340000038147|0.9905313210296631|0.001|0.6738999991416931|1.124624493598938
4|0.734599999961853|0.9069447759437561|0.001|0.63|1.3665878567695617
5|0.7554800000190734|0.8419119338989258|0.001|0.6742000002861023|1.1265087223052979
6|0.774999999961853|0.792245355644226|0.001|0.7151000008583069|1.023395781993866
7|0.787139999961853|0.7574307774353027|0.001|0.7141000003814697|1.0267828626632691
8|0.7991200000190735|0.7254994281196594|0.001|0.7442000002861023|0.9072077403068542
9|0.80876|0.6977221985626221|0.001|0.7133999991416932|1.0517483506202698
10|0.8192400000190735|0.6699748757743835|0.001|0.7746000037193298|0.810556158065796
11|0.8217800000190735|0.654329380569458|0.001|0.7199999995231628|1.0421917219161987
12|0.832339999961853|0.6289649561691284|0.001|0.7844999976158142|0.7789460444450378
13|0.8392199999809266|0.6122163401222229|0.001|0.732399998664856|1.0060535578727723
14|0.8408399999809265|0.600243922252655|0.001|0.7514999985694886|0.9350998015403748
15|0.848340000038147|0.5878910625457764|0.001|0.7751000003814698|0.8229567699432373
16|0.8520799999809265|0.5719884590339661|0.001|0.7606000008583069|0.897353793144226
17|0.8559|0.5613412269592285|0.001|0.8070000033378602|0.7371282792091369
18|0.86042|0.5489986651420593|0.001|0.8157999982833862|0.6982990610599518
19|0.864060000038147|0.5406846510219574|0.001|0.7859999990463257|0.8072449321746826
20|0.8658999999809265|0.5343409910583496|0.001|0.8187000012397766|0.6840783677101135
21|0.87046|0.5158540822696686|0.001|0.7865999999046326|0.8385791506767273
22|0.87254|0.514888656129837|0.001|0.827800000667572|0.681212753534317
23|0.875320000038147|0.5109187206268311|0.001|0.8119999966621398|0.7044489374160766
24|0.879299999961853|0.49982938606262206|0.001|0.8221000032424927|0.7151195640563965
25|0.880940000038147|0.4961710331439972|0.001|0.7621000003814697|0.9309499642848968
26|0.8847|0.4826551913547516|0.001|0.7777000007629394|0.8715738046169281
27|0.8849800000381469|0.47991585483551025|0.001|0.8348000030517578|0.6670059552192688
28|0.88756|0.47686129680633543|0.001|0.8097999982833862|0.7575540635585785
29|0.8906799999809265|0.46785514275550844|0.001|0.8332999987602234|0.659512336730957
30|0.8913|0.4615360876560211|0.001|0.7955000004768371|0.8034215612411499
31|0.8928599999809265|0.45674708938598635|0.001|0.806100001335144|0.7888301973342895
32|0.895120000038147|0.4557118525314331|0.001|0.7719000000953674|0.9319498543739319
33|0.89756|0.44996134145736694|0.001|0.8319999966621399|0.6736703143119812
34|0.8983000000190735|0.4452465748786926|0.0003162278|0.7618000011444092|1.021292975664139
35|0.8974400000190735|0.4470350065612793|0.001|0.8337999987602234|0.6610480279922485
36|0.90284|0.4344786057090759|0.001|0.8182999997138977|0.735437933921814
37|0.9019800000190735|0.4373395923233032|0.001|0.7912000007629395|0.8662453374862671
38|0.9025|0.4331995023918152|0.001|0.7944000015258789|0.8719315164089203
39|0.9055400000381469|0.42735355874061587|0.0003162278|0.8211000022888184|0.7494313898086548
40|0.90572|0.4263803178977966|0.001|0.8273000025749206|0.707979574918747
41|0.907439999961853|0.42158286083221436|0.001|0.8282000007629394|0.7153076026439666
42|0.9088199999809266|0.41710952567100523|0.001|0.8272999992370605|0.7097182824611664
43|0.9092999999809265|0.419947685956955|0.001|0.8318000011444092|0.6981694312095642
44|0.9112799999809265|0.4102272477912903|0.0003162278|0.7950000004768372|0.8724340925216675
45|0.9105000000190735|0.412442527217865|0.001|0.845800000667572|0.6439889636039734
46|0.91164|0.4101318245124817|0.001|0.8403000011444092|0.6679450919628144
47|0.912119999961853|0.40734218000411987|0.001|0.8423999996185303|0.6608597857952118
48|0.915139999961853|0.40338491417884825|0.001|0.8278999991416931|0.7459750871658325
49|0.915220000038147|0.4020330485343933|0.001|0.8456000022888184|0.6862705433368683
50|0.91664|0.3998317443084717|0.0003162278|0.8287999997138977|0.7195485844612122
51|0.9166199999618531|0.3949227554607391|0.001|0.7851000003814698|0.9270973405838012
52|0.91488|0.4017657723903656|0.001|0.8185999984741211|0.7448901696205139
53|0.918380000038147|0.39288133026123045|0.001|0.8440000019073486|0.6440698900222779
54|0.9156399999618531|0.396265532245636|0.001|0.8465999999046325|0.6564174799919128
55|0.9188399999809265|0.3886521973514557|0.0003162278|0.8157000017166137|0.8072900264263153
56|0.9191|0.3898431237220764|0.001|0.8115999999046326|0.8094934763908386
57|0.919760000038147|0.386671457490921|0.001|0.8285000019073486|0.7060765933990478
58|0.9224|0.38281132699012754|0.001|0.8483000001907348|0.6715017988681793
59|0.9203800000190735|0.38702522587776184|0.001|0.8476000008583069|0.6572539923191071
