epoch|acc|loss|lr|val_acc|val_loss
0|0.675920000003|1.03342539734|0.0010000000474974513|0.7547|0.834662886238
1|0.822885714286|0.637573933212|0.0010000000474974513|0.760700018406|0.854364766502
2|0.860088571429|0.534659958232|0.0010000000474974513|0.8118|0.712074950027
3|0.879357142863|0.483459425007|0.0010000000474974513|0.8073|0.793099316978
4|0.89165714286|0.450734380888|0.0010000000474974513|0.857500020123|0.576997699213
5|0.90129714286|0.427705487407|0.0010000000474974513|0.7925|0.845210515976
6|0.908345714291|0.41040799584|0.0010000000474974513|0.8574|0.595985050297
7|0.913285714286|0.396775918031|0.0010000000474974513|0.830600021935|0.715702895451
8|0.917637142857|0.386975009065|0.0010000000474974513|0.824800016689|0.744982877159
9|0.921480000005|0.378195332624|0.0010000000474974513|0.849300020599|0.622613011789
10|0.92499428572|0.369722746023|0.0010000000474974513|0.872800018024|0.562216114902
11|0.926520000003|0.36627532168|0.0010000000474974513|0.8747|0.561828978252
12|0.929588571429|0.359168032984|0.0010000000474974513|0.8733|0.589085469866
13|0.931485714291|0.354869492681|0.0010000000474974513|0.867800019836|0.609343860936
14|0.932305714286|0.351712617675|0.0010000000474974513|0.8433|0.693881742668
15|0.933945714288|0.348051807457|0.0010000000474974513|0.863300018692|0.626088602257
16|0.935125714286|0.344495824629|0.0010000000474974513|0.8281|0.774650206184
17|0.93709428572|0.340219784475|0.0010000000474974513|0.863700017643|0.624369519234
18|0.937862857148|0.337264510407|0.0010000000474974513|0.8792|0.545305892086
19|0.938954285714|0.334941037031|0.0010000000474974513|0.873000019646|0.589243778086
20|0.939582857146|0.332654472446|0.0010000000474974513|0.8657|0.644482062292
21|0.940157142863|0.331423424688|0.0010000000474974513|0.8734|0.587985148716
22|0.94146|0.328938336397|0.0010000000474974513|0.887800020504|0.536643664193
23|0.942205714291|0.326887163247|0.0010000000474974513|0.8652|0.639632618332
24|0.942842857146|0.324556571749|0.0010000000474974513|0.83330001955|0.759080706906
25|0.943365714288|0.322857880189|0.0010000000474974513|0.8728|0.619389893723
26|0.944377142863|0.320291263444|0.0010000000474974513|0.8428|0.783710337925
27|0.944954285717|0.319564401343|0.0010000000474974513|0.8479|0.679366151333
28|0.945108571429|0.317556358211|0.0010000000474974513|0.8754|0.600999185801
