epoch,loss,lr,sparse_accuracy_ignoring_last_label
0,0.7097887528679689,0.01,0.8377461164400821
1,0.5474466105000358,0.009871337,0.8880393935937418
2,0.4851311883491157,0.009742486,0.9081955999952704
3,0.4427218233750743,0.009613446,0.9208076481241468
4,0.4096788748967819,0.009484213,0.9298342214321689
5,0.3827554649817563,0.009354784,0.9365406518615818
6,0.3603832122354579,0.009225156,0.9410286969004473
7,0.33830770620440087,0.009095326,0.9458204133496283
8,0.3190543515218006,0.008965289,0.9492271278110552
9,0.3033204786218963,0.008835042,0.9516907413649415
10,0.2876725884084383,0.008704581,0.9540783111474235
11,0.2734572151888805,0.008573903,0.9560618878165663
12,0.26022169718519206,0.0084430035,0.9578074175808836
13,0.24886406232759375,0.008311878,0.9590158486533562
14,0.2370037326687446,0.008180521,0.9605798586115926
15,0.22705303177067124,0.00804893,0.9617087472166125
16,0.21733840044846248,0.007917101,0.962731623880254
17,0.20848604261648437,0.0077850255,0.9636082848006984
18,0.19992072211497167,0.0076527013,0.9646274179805995
19,0.19246590122766405,0.0075201225,0.9653263168504166
20,0.18520241252517536,0.0073872837,0.9661266585814436
21,0.17834693932931492,0.0072541786,0.9668107111632903
22,0.17214750862437292,0.0071208016,0.967389397545621
23,0.16625542865344065,0.006987146,0.9680201403995223
24,0.16075726088694067,0.0068532065,0.9686229907509916
25,0.1558410299136077,0.006718975,0.9690093714381252
26,0.1505958793658085,0.006584445,0.9696684293413721
27,0.14574750448098156,0.0064496086,0.9701557847099321
28,0.1413821707972688,0.006314459,0.9706830957975218
