epoch,loss,lr,sparse_accuracy_ignoring_last_label
0,0.8726027884086348,0.01,0.7920878005686297
1,0.6770032472279048,0.009967851,0.8453590341843137
2,0.6237429670357248,0.009935691,0.8631593112773424
3,0.587941959117293,0.009903519,0.8745063697992121
4,0.5572418851643783,0.009871337,0.8851406071197782
5,0.5412752952766743,0.009839141,0.8908133215116567
6,0.5185808444593156,0.009806935,0.8983647052675311
7,0.5021895592068707,0.009774717,0.9034107258123388
8,0.48668235001909194,0.009742486,0.9084911785049579
9,0.4702141493519455,0.009710244,0.9138605740858463
10,0.4611179095667762,0.009677989,0.9164104297703639
11,0.44912782126125506,0.009645724,0.9201757442723644
12,0.4378384138055975,0.009613446,0.9239123609628823
13,0.42703354014800143,0.009581156,0.9269333269325283
14,0.41755148576915074,0.009548854,0.9292365772256417
15,0.41136003034571306,0.00951654,0.931056521273903
16,0.403625525831275,0.009484213,0.9327435261685915
17,0.39575325847066345,0.0094518745,0.934758717284674
18,0.38781749430225015,0.009419523,0.9366092771387488
19,0.37880462575918605,0.00938716,0.9393975052935395
20,0.3754109124271254,0.009354784,0.9397157175827964
21,0.3671319922113707,0.0093223965,0.9417593884763229
22,0.3587573055586998,0.009289996,0.9438370480708196
23,0.3536629822732505,0.009257582,0.9446911317226094
24,0.3477936904814761,0.009225156,0.9462556143076022
25,0.3446932568473055,0.009192718,0.9462483559804296
26,0.3383792479712804,0.009160266,0.9476989790997192
27,0.3334174804478191,0.009127802,0.948819954320718
28,0.3282815122413987,0.009095326,0.949410649902585
29,0.3214637655162829,0.009062836,0.950949370647013
30,0.31772084729902644,0.009030334,0.9515032948550464
31,0.3116608125047994,0.0089978175,0.9524693834468472
32,0.3080799525377994,0.008965289,0.9533821463787675
33,0.30440209380419125,0.008932747,0.9537331783868397
34,0.29933306830121087,0.008900192,0.9544342660460078
35,0.296283402733126,0.008867623,0.9546539198414993
36,0.2921012286072168,0.008835042,0.9551489728708344
37,0.2865096453349862,0.008802447,0.9563888079884417
38,0.28197610218298275,0.008769839,0.9571465868295151
39,0.27938468925946375,0.008737217,0.9570679074423319
40,0.27469135776931003,0.008704581,0.9579545648578794
41,0.2709371721098473,0.008671932,0.9581066083872032
42,0.26901185442979564,0.0086392695,0.9582663910969335
