epoch,loss,lr,sparse_accuracy_ignoring_last_label
0,0.7238796364718091,0.01,0.8332309447837234
1,0.562974325911216,0.009887429,0.883037737492374
2,0.504181564417482,0.009774717,0.9019794512214113
3,0.4601909719045661,0.009661858,0.9156353115089177
4,0.4280231012060655,0.009548854,0.9247565222381307
5,0.3997937192190935,0.0094357,0.9322931016917672
6,0.3780817996405672,0.0093223965,0.937366165548839
7,0.3577020124257163,0.009208939,0.941927891646367
8,0.3387744768966779,0.009095326,0.9458161425644589
9,0.32372766333533426,0.008981555,0.9482519468452772
10,0.30849421773182606,0.008867623,0.9507582311345463
11,0.29437216316802,0.00875353,0.9530491990012091
12,0.281559074233124,0.0086392695,0.9548803572617774
13,0.26983743891939505,0.008524842,0.9564227594294681
14,0.25892250932946004,0.008410243,0.9578317837169008
15,0.24744097687384284,0.008295471,0.9594111179972028
16,0.23921015906527687,0.008180521,0.9600216920491631
17,0.2289692031241076,0.008065392,0.9616445912978663
18,0.22060261965304911,0.007950081,0.9624301500997253
19,0.2119446697047653,0.007834583,0.9634382791452475
20,0.20452896907060994,0.007718895,0.9641789034237102
21,0.19856287897523106,0.0076030144,0.9645200484507793
22,0.19149472607689394,0.0074869376,0.9653614484572136
23,0.184825571500676,0.00737066,0.9662324181465498
24,0.17823742374008938,0.0072541786,0.966906508050283
25,0.17366050889261772,0.0071374886,0.9672189346785537
26,0.167948361429166,0.0070205866,0.967855688090857
27,0.16290272182574278,0.0069034677,0.9683552315996221
28,0.15829380686134184,0.0067861276,0.9688713202132234
29,0.15360481044595442,0.0066685616,0.9694390413419125
30,0.1497510633046067,0.006550765,0.96970225543071
31,0.14553148630232696,0.0064327326,0.9701812398544085
32,0.14121412509917491,0.006314459,0.9706723455151681
33,0.1382409690588324,0.006195938,0.9708769425420269
34,0.1347187488800838,0.0060771652,0.9713600296263117
35,0.13101303785690127,0.0059581343,0.971805699739941
36,0.12829976898102832,0.005838838,0.9720501371151873
37,0.1250031121177949,0.00571927,0.9724584590552818
38,0.12249897846093455,0.0055994242,0.9726653956010602
39,0.11917528966901163,0.0054792925,0.9732320986855708
40,0.11660599057845866,0.0053588673,0.9734922013578378
41,0.11431718334778115,0.0052381405,0.9738057898204373
42,0.11177674630536089,0.005117104,0.9740945051780294
43,0.10942324343593511,0.0049957484,0.9744340036253784
44,0.10705871420430678,0.0048740646,0.9747498771392247
45,0.10475835468013849,0.004752042,0.975069786172534
46,0.1029614564323556,0.00462967,0.9753269940710455
47,0.10065549062439995,0.0045069377,0.9757284954756335
48,0.09843998685256675,0.0043838327,0.9760696713357989
49,0.09681151393168005,0.0042603426,0.9763160955588233
50,0.09501131788174973,0.0041364534,0.9764991105898322
51,0.09299668224580886,0.00401215,0.9768935437014098
52,0.09119818934143165,0.003887418,0.9771962246604643
53,0.08990593344125242,0.0037622391,0.9773510097781419
54,0.08826100325662142,0.0036365958,0.9775910248064269
55,0.08670875123691252,0.003510468,0.9778883385536599
56,0.0851866474219879,0.0033838346,0.9781543381091125
57,0.0841160627735729,0.0032566723,0.9782692551545262
58,0.0824648764782165,0.0031289558,0.9786333516873792
59,0.08089459199402739,0.003000657,0.9789641401961944
60,0.07970187652090777,0.002871746,0.9791198232362726
61,0.07867802131200778,0.002742188,0.9792721749275805
62,0.07744213075158254,0.0026119465,0.9795160795447733
63,0.07602765143587918,0.0024809788,0.9798146570546711
64,0.07499956586659574,0.002349238,0.9800401657814115
65,0.07396688749526133,0.0022166704,0.9802400262385995
66,0.07304236450060242,0.0020832156,0.9804137533992118
67,0.07230585693617418,0.0019488034,0.9805969336018898
68,0.07103832041416293,0.0018133521,0.9808794158975381
69,0.07010147869770006,0.0016767659,0.9810952297051898
70,0.06923008386972969,0.0015389305,0.9813422090591318
71,0.06856757646947226,0.0013997074,0.981411747120432
72,0.06783148585874155,0.0012589254,0.9816231215367401
73,0.06722922162759216,0.0011163676,0.9817256022436905
74,0.066500438174838,0.0009717513,0.9819268549666966
75,0.06593118401279839,0.0008246924,0.9820848656520796
76,0.06561050302907191,0.0006746414,0.9821916194183798
77,0.06501817448792352,0.0005207486,0.9823392592560611
78,0.06474002518085085,0.0003615314,0.9824108814296459
79,0.0646088503173001,0.00019373988,0.9824557768399583
