epoch,loss,lr,sparse_accuracy_ignoring_last_label
0,0.9835906950135557,0.01,0.7645106881542194
1,0.7492330468933381,0.009983927,0.8227468842347974
2,0.6981023986056585,0.009967851,0.8383435546574532
3,0.6596623969774259,0.009951773,0.8513840295781352
4,0.6295265511221841,0.009935691,0.8599272313110771
5,0.608193571311588,0.009919607,0.8687472896570521
6,0.5885036641450578,0.009903519,0.8744909522934912
7,0.5746884892036864,0.009887429,0.8802649967049948
8,0.556676368725996,0.009871337,0.8858132175136617
9,0.5505886742138633,0.009855241,0.8881428107334837
10,0.5385234804285021,0.009839141,0.8915103615468086
11,0.5265845542502885,0.009823039,0.8958069460870999
12,0.5210178817936207,0.009806935,0.897891206848128
13,0.5098391498921837,0.009790827,0.9028247069532942
14,0.49482759323018277,0.009774717,0.9063146136204027
15,0.49327344684086233,0.009758603,0.9071057074756258
16,0.4828151078626128,0.009742486,0.9100638915383507
17,0.4772052655619274,0.009726366,0.9119754605540209
18,0.46916706214846027,0.009710244,0.9143091502497854
19,0.46452337417253764,0.009694118,0.9165140764178411
20,0.45508493848343556,0.009677989,0.9190671389189904
21,0.45055903645031303,0.009661858,0.9205949283732153
22,0.44227690248132495,0.009645724,0.9224575168467767
23,0.438100953354229,0.009629587,0.9236558768366668
24,0.43524458280607337,0.009613446,0.9247140097744274
25,0.4308416793903361,0.009597302,0.9259258045115604
26,0.4262831078384982,0.009581156,0.9271392010038279
27,0.4185967557068877,0.009565006,0.9292974229391571
28,0.418460182072512,0.009548854,0.9297240172007476
29,0.4157388923671065,0.009532698,0.9298551513959005
30,0.4058253822108564,0.00951654,0.9332849400252121
31,0.4027741435535732,0.009500378,0.9338461261596781
32,0.3995646838259999,0.009484213,0.934834704926775
33,0.39563300576468674,0.009468045,0.9356321288718773
34,0.39001105141941617,0.0094518745,0.9368992300503106
35,0.38572947502676963,0.0094357,0.9382678492491467
36,0.38346556041398855,0.009419523,0.9387654061467047
37,0.38006747021857157,0.009403343,0.9393382855949589
38,0.37670076083785486,0.00938716,0.9404213509607396
39,0.37220442954093874,0.009370974,0.9415760076895393
40,0.3696746562845742,0.009354784,0.9416713800215807
41,0.3647036839299787,0.009338592,0.942821365620774
42,0.3638213928898033,0.0093223965,0.94284076942791
43,0.36222077434961025,0.009306197,0.9433738453878029
44,0.35533089046666627,0.009289996,0.9450086657795017
45,0.3501487031108692,0.009273791,0.9465513528801502
46,0.35103733437968393,0.009257582,0.9461568262666729
47,0.3471375645457448,0.009241371,0.9470603319247218
48,0.34285038549673397,0.009225156,0.9475569260681403
49,0.34337241874144897,0.009208939,0.9474345149243177
50,0.3411819601955677,0.009192718,0.9478322822685797
51,0.3351559065911793,0.009176494,0.9495194732207833
52,0.33275111947026287,0.009160266,0.9497652963392452
53,0.32914213689462696,0.009144036,0.9503152081385562
54,0.32955230031520877,0.009127802,0.9498484233132699
55,0.32607951941099944,0.009111566,0.9507199747196061
56,0.3243147525461111,0.009095326,0.9508068104408522
57,0.3204378086325127,0.009079083,0.9514172092274442
58,0.31711947586175465,0.009062836,0.9521641470358111
59,0.31644948180874044,0.009046586,0.9518633332533684
60,0.31165050037460096,0.009030334,0.9532461494201749
61,0.3098541226606246,0.0090140775,0.9533898358060245
62,0.307593907611038,0.0089978175,0.9538066250415904
63,0.30625232612280107,0.008981555,0.95387688837347
64,0.3050974499377202,0.008965289,0.9538852443678847
65,0.30176268253236743,0.00894902,0.9547737025173687
66,0.2982694077043402,0.008932747,0.9553909977224548
67,0.29739293868105526,0.008916471,0.9551470639732244
68,0.2944926150555738,0.008900192,0.9556375998243946
69,0.29258757997518947,0.008883909,0.9560373011822287
70,0.2889574941644099,0.008867623,0.9568991298667426
71,0.29092118254435173,0.008851334,0.9554033052761328
72,0.28662357764204877,0.008835042,0.9567589097765619
73,0.28574872047886285,0.008818747,0.9565594238902373
74,0.28385927357896246,0.008802447,0.9568753058530505
75,0.27966857086596025,0.008786145,0.9580024263737581
76,0.2774845609095344,0.008769839,0.9583197756630106
77,0.27728439609239736,0.00875353,0.9579146603198746
78,0.272556464014421,0.008737217,0.9591374182448769
79,0.2724524762061115,0.008720901,0.9587360737094399
80,0.2706824559031892,0.008704581,0.9588407606218785
81,0.26742304980957626,0.008688259,0.959496550153546
82,0.26645218220049527,0.008671932,0.9594224837952403
83,0.26393287908972335,0.008655603,0.9598641570518788
84,0.26181505330116756,0.0086392695,0.9601975208170539
85,0.260438875104592,0.008622933,0.9606986232052631
86,0.25916752790631925,0.008606593,0.9606095415796501
87,0.2578699003205906,0.00859025,0.9603663940349478
88,0.25626711019032666,0.008573903,0.9606144146620945
89,0.25444330292801576,0.0085575525,0.9607757749122204
90,0.25270112035991427,0.008541199,0.9612608110605037
91,0.25253829939889,0.008524842,0.9609861674571935
92,0.24950942406129847,0.008508481,0.9615440549009623
93,0.24606601336270012,0.008492117,0.9620797329511338
94,0.24585323767115908,0.008475749,0.9618270855796199
95,0.24467989416524383,0.008459378,0.9619109297470118
96,0.24142043027506505,0.0084430035,0.9626650517344182
97,0.24019472751899515,0.008426625,0.9627646048405607
98,0.24006626068520603,0.008410243,0.9626192787918786
99,0.23733495213013925,0.008393858,0.9629798487935619
100,0.2359151156294258,0.008377469,0.9629159982725795
101,0.23318166245339025,0.008361076,0.9637881102059068
102,0.23376573246810955,0.00834468,0.9630928908555184
103,0.2314450553613267,0.00832828,0.9633772243198027
104,0.22992031035430488,0.008311878,0.9641091952002177
105,0.22961788032674943,0.008295471,0.9636139825192049
106,0.22663824246434855,0.00827906,0.9643273182006307
107,0.22517710613508213,0.008262646,0.9644717546970221
108,0.2235401865327951,0.008246228,0.9645072697151182
