epoch|acc|loss|lr|val_acc|val_loss
0|0.628788|1.1975089700241088|0.001|0.6875|1.0801948898792266
1|0.784192|0.7689698612480164|0.001|0.7381|0.9465455440044404
2|0.82724|0.6437916465034484|0.001|0.7838|0.8207241618156433
3|0.852048|0.5733626384162903|0.001|0.7934|0.7744069821596146
4|0.869816|0.5251357971992493|0.001|0.8004|0.7746096858024597
5|0.880604|0.492928127784729|0.001|0.7977|0.8238258085489273
6|0.889508|0.46928076835155486|0.001|0.8284|0.6990372202396393
7|0.896264|0.45048309939193726|0.001|0.8449|0.6165676510810852
8|0.90234|0.4340470257110596|0.001|0.8232|0.7137530368804932
9|0.905976|0.4255234122238159|0.001|0.8519|0.6174074444055557
10|0.91008|0.4137899914627075|0.001|0.8397|0.6557608368635177
11|0.913448|0.4068212585372925|0.001|0.8399|0.6635402579784393
12|0.916264|0.3980187163448334|0.0003162278|0.8493|0.6555466639518738
13|0.918332|0.39279731688308717|0.001|0.8635|0.6030558444023132
14|0.919916|0.3871687508411408|0.001|0.8534|0.673888305926323
15|0.92186|0.3833004899406433|0.001|0.8624|0.6094874527215958
16|0.923812|0.3779250544834137|0.001|0.8727|0.5588548031330108
17|0.926316|0.372272963640213|0.001|0.8698|0.593128809928894
18|0.927512|0.3693455297012329|0.001|0.8463|0.6875800703048706
19|0.92898|0.36707977457427976|0.001|0.8505|0.6565357477664947
20|0.929168|0.3648186036453247|0.001|0.8604|0.635523322057724
21|0.930152|0.3625864606819153|0.0003162278|0.8714|0.5850712408065796
22|0.931324|0.36022350186157226|0.001|0.8389|0.7146053918123245
23|0.932128|0.35769004781723024|0.001|0.844|0.7080164164066315
24|0.933148|0.3546958009338379|0.001|0.8673|0.5815586502790451
25|0.934552|0.3514545624713898|0.001|0.8666|0.6073746282100677
26|0.935352|0.34943215546035766|0.0003162278|0.8577|0.6814130972146988
27|0.935568|0.34914557605743407|0.001|0.8727|0.6235320528268814
28|0.936756|0.3462060402765274|0.001|0.8402|0.7699650275230407
29|0.937436|0.3430975643463135|0.001|0.8263|0.8097771851539611
30|0.937404|0.3425444066429138|0.001|0.8612|0.6491424964427948
31|0.9384|0.3413223730506897|0.0003162278|0.858|0.6551926577568055
32|0.93876|0.33890165588378907|0.001|0.8543|0.7139382964849472
33|0.966588|0.2617490722885132|1e-04|0.9112|0.4564179063796997
34|0.9756|0.23009508374404908|1e-04|0.911|0.46197050151824953
35|0.978884|0.21464984685325622|1e-04|0.9136|0.4583114578008652
36|0.981704|0.20133936846351624|1e-04|0.9146|0.46568048770427706
37|0.983204|0.19204111404800414|1e-04|0.9108|0.4776271723508835
38|0.984412|0.18427666639709472|3.1622774e-05|0.914|0.47217797348499296
39|0.98558|0.1765407427520752|1e-04|0.9117|0.48398126013278964
40|0.986444|0.17109567765426636|1e-04|0.9142|0.47231438915729523
41|0.9868|0.16565579770374297|1e-04|0.9111|0.48874342286586764
42|0.987772|0.15981669034004212|1e-04|0.9123|0.4868933849334717
43|0.988496|0.15437268731594087|3.1622774e-05|0.9139|0.48810698883533477
44|0.988836|0.15087976303100586|1e-04|0.9112|0.49463217564821244
45|0.989072|0.14698594282150268|1e-04|0.9073|0.5303748868703843
46|0.989232|0.14344716957855225|1e-04|0.9108|0.5023914063692093
47|0.989864|0.1393665932006836|1e-04|0.9123|0.4882754254102707
